-2.175972021569941006e+01,1.266115432047460310e+01,-4.869926311342598346e+00,9.598233674934004256e+00,2.344918499462988848e+01,1.548203803343741747e-01,2.302481856393270743e+00,-2.182139618612499632e+01,-1.141507843766434505e+01,2.151484322378631298e+00
1.408363701975659410e+00,-6.638399932573253892e+00,9.211892800167863271e+00,-5.495414544043198291e+00,-6.454856193910694095e-01,1.187833047966680589e+01,-4.853189857152405473e+00,2.143718331150911638e+01,-1.585870913695884710e+01,1.400080773775002640e+01
2.616626625486692781e+00,2.396581420267198581e+01,-1.342722916754896723e+01,3.159229167499409296e+00,2.277014346973999182e+01,-1.672220894385661083e+01,1.080626869160270065e+00,1.370202096752135112e+01,6.303105872266753451e+00,-9.614928432418949900e-01
-2.304986180208616275e+01,1.322354877795016215e+01,-3.489612637323993738e+00,9.938068765522773518e+00,2.347781373061000565e+01,-3.793599237970299853e-01,7.775660046131045722e-02,-2.408791644471249427e+01,-1.186883547033778719e+01,1.040066205947360212e+00
4.397046390495084722e+00,2.404603201690143166e+01,-1.072816446065457363e+01,2.437134361751317702e+00,2.297569785573855228e+01,-1.924529363445245522e+01,1.665253805879882698e+00,1.225975758057652421e+01,6.068289359610097300e+00,-1.225397760186679008e+00
-1.454918037266203612e+01,-2.889109059239657995e+00,-4.374785488840794656e+00,-2.186058021805752372e+00,-5.680637631387057240e+00,1.626599731807758786e+01,1.492268966089462623e+01,-7.331873494117500556e+00,2.386192415091743513e+00,-1.349314562428424935e+01
-1.395587317352424961e+01,-1.011084337811060330e+00,-5.203480631794192846e+00,-4.724722963983813973e-01,-5.115292386840541994e+00,1.270372257283115758e+01,1.253075130850083951e+01,-1.078254396676420157e+01,3.469285125203632081e+00,-1.228334625504281341e+01
-1.519436824062633917e+00,-6.344580119647993399e+00,6.742393972051316631e+00,-5.903744631544271648e+00,-4.031701176313594814e+00,1.312519227939645461e+01,-4.706889954579520641e+00,2.020332303817218289e+01,-1.418133109799821767e+01,1.184183204441680104e+01
4.036887246296352316e-01,2.022947427974012413e+01,-1.358924630908685671e+01,2.161602937356088994e+00,2.106175855391986218e+01,-1.853155796934944632e+01,1.409665302406486465e+00,1.370219114256284421e+01,7.123094636326077200e+00,-2.043093861481909634e+00
-3.461175135833796102e+00,-8.162972561296568230e+00,8.861704460588770260e+00,-4.562977699083402783e+00,-1.827609108511037306e+00,9.897414504545620773e+00,-4.528842352475048294e+00,1.957382733962158738e+01,-1.313216266976420066e+01,1.340400737012928367e+01
-2.280156287267819692e+01,1.124730066191286326e+01,-2.947306041057730308e+00,9.168478066613523936e+00,2.097150845201244351e+01,2.484789696246714197e+00,-1.010556611188415221e+00,-2.065325519865331216e+01,-1.237433162279339882e+01,-1.688818541030373321e+00
7.401303210369230001e+00,1.522111875634755407e+01,-4.928699934564779284e+00,-2.281362611681428731e+01,-1.066722842873976340e+01,2.155751152625043687e+01,-1.452109604452026304e+01,-3.172507860838182925e+00,2.301994071062139469e+01,-2.360950927414820200e+01
6.426570412883712891e+00,2.228407448477046060e+01,-1.359053873683643765e+01,4.513886937195499272e+00,1.858184838903593672e+01,-2.058791018967841069e+01,1.895703168180640219e-01,1.072555877599554996e+01,1.047009595888506794e+01,-1.147823336449186993e+00
-4.052711875319183754e+00,-6.427908338829742441e+00,8.723552851920725715e+00,-9.395415971790917808e+00,-3.728349967810987042e+00,1.140418262047699649e+01,-2.745060477418867162e+00,1.932222297563419033e+01,-1.625313422043454992e+01,9.935923712478688330e+00
9.868446731872223765e+00,1.659096935556544139e+01,-6.805627124765226021e+00,-2.234187425844744013e+01,-1.405049494500213392e+01,2.183478536942883608e+01,-1.521236389692891500e+01,-5.577326117164880692e+00,1.890714343433155520e+01,-2.408946385715085015e+01
9.556346564661346576e+00,1.694404198053455346e+01,-4.234969464868629352e+00,-2.222398892841577833e+01,-1.138086461380970071e+01,2.090613978597887979e+01,-1.452991362386242535e+01,-5.243593888039365325e+00,2.347334358644992136e+01,-2.372599663123371272e+01
7.551081134688610419e+00,1.499003833008002751e+01,-4.511328647152819116e+00,-2.086201689635232626e+01,-1.257968203797216944e+01,2.147748191341725033e+01,-1.504835914071107439e+01,-1.815722102273869876e+00,2.201132160698545093e+01,-2.192606029652965560e+01
-1.571900882141994416e+01,5.610841846909995212e-01,-3.527873314147302874e+00,-5.365688106962664072e+00,-7.171155720880503459e+00,1.736398040331687298e+01,1.343947497530624169e+01,-9.817968767241730177e+00,1.601065301337063929e+00,-1.261155611842922575e+01
-1.604105616168254755e+01,2.855937710665885643e-01,-8.329010356684642957e+00,-6.845251933602962691e-01,-4.735592287456354299e+00,1.716093373826772250e+01,1.211789168320626153e+01,-1.196922921065062617e+01,1.708329358737415538e+00,-1.395938077830774660e+01
-1.954667732793490487e+01,1.656750998230936744e+01,-5.413969898228362609e+00,1.231134669237879287e+01,2.570889889100390491e+01,3.395628997778631586e+00,-1.337962539662462147e+00,-2.077974808533795681e+01,-8.787967486565722908e+00,-2.251785422256896041e+00
-1.540418221917195574e+01,-1.426220292699422298e+00,-7.233845372630605119e+00,-1.341218461746590096e+00,-7.190598146436359528e+00,1.712741719510437832e+01,1.250978750967213848e+01,-8.153221981800189866e+00,5.162720508402909303e+00,-1.194134047638645235e+01
-2.138315132765240989e+01,1.353172510112240801e+01,-5.231983627008655269e+00,1.192569507631862535e+01,2.375731242417029065e+01,3.714422404037697856e+00,-4.972045196748738904e-01,-2.425699814980762881e+01,-1.172746694274873747e+01,2.543430986398017790e+00
-4.611888717720633579e-01,-6.898764588179217228e+00,7.037288595104961964e+00,-4.722550383785590000e+00,4.355731949712717821e-01,1.183914507068152133e+01,-4.386787022575678208e+00,2.194262412850925870e+01,-1.653409131666949605e+01,1.320275452647728720e+01
-1.689830762555598653e+01,6.241043073527208218e-01,-4.672930609249293710e+00,-1.374814848697815783e+00,-8.635256297133601322e+00,1.729604109203267726e+01,1.571937751948708595e+01,-1.211475603341263074e+01,4.348155175686510887e+00,-1.166799939141706233e+01
5.882546543634006753e+00,1.828264513181304807e+01,-8.819066659006372433e+00,-2.074856336623576425e+01,-9.184442381162313040e+00,2.070027518063307070e+01,-1.685582758646135915e+01,-8.712795059245084239e-01,1.939798540949339056e+01,-2.577048146981829646e+01
3.731306216944408227e+00,2.158475627546189557e+01,-9.193255262867623401e+00,1.509360892661451459e+00,1.931338174300960020e+01,-1.788506695714417916e+01,2.128007723200038726e+00,1.285301571296345280e+01,7.087723244485609086e+00,-3.351137617846807970e+00
-2.094370052015296579e+00,-9.126388878145025529e+00,9.914808221836999280e+00,-6.422551133091837450e+00,-3.584467449496796299e+00,1.048375384741704686e+01,-5.111369478684601120e+00,2.012430372722051075e+01,-1.455864576539154420e+01,9.889301747029383804e+00
4.902777414379213994e+00,2.261523654613482393e+01,-1.693372936581556587e+01,2.535243748163931166e+00,2.015618735009648432e+01,-1.952009463871202755e+01,2.110572830434000124e+00,1.402851552529259394e+01,7.721396206597147760e+00,-1.268137371931999047e+00
-1.652665251064930629e+01,7.683123328398808738e-01,-4.607262690502547997e+00,-2.897698360654441530e+00,-6.073910263541312915e+00,1.540900632785406188e+01,1.503990186714422705e+01,-7.944088212315858044e+00,3.285999414780780725e+00,-9.705147019300435218e+00
9.136339715650075632e+00,1.240624299795721619e+01,-8.007732921041871066e+00,-2.060645107656365838e+01,-1.098019453445673932e+01,2.218664497612177655e+01,-1.392057409410768898e+01,-3.517400513034132814e+00,2.318391112403591237e+01,-2.496613514477633800e+01
-1.367007252530354755e+01,1.151938145013204018e+00,-6.235753656000607492e+00,-2.384200812492378141e+00,-6.561914256620593022e+00,1.653584004842901223e+01,1.425078225607576599e+01,-9.122817462839769576e+00,2.698582358501213641e+00,-1.091153798554666565e+01
-3.772829146950243739e+00,-6.417057967380511485e+00,7.181147569055719160e+00,-6.678285546124963723e+00,-1.097773254433085377e+00,1.122527367690793731e+01,-4.461970995089487246e+00,2.141283219454584241e+01,-1.477260967305214301e+01,9.978433065968257409e+00
-3.425229697135782736e+00,-8.806630536228283290e+00,8.719640458850472342e+00,-5.975550537962187825e+00,8.111084560845314151e-01,1.054604552873019152e+01,-4.315237212104423570e+00,1.861125448525396564e+01,-1.878133939836968835e+01,9.384721068961722423e+00
1.006606675601972256e+01,1.342757695879852164e+01,-4.020638004435488355e+00,-2.258557686379820240e+01,-1.075422064481031370e+01,1.837753938138961729e+01,-1.458115692610160608e+01,-2.738507808152001122e+00,2.128226017572351125e+01,-2.309728150834886762e+01
-1.892960775067677304e+01,1.367684016147938664e+01,-2.581577104722576621e+00,1.227579876811310378e+01,2.361019240930546204e+01,-7.422257589160810021e-01,1.038081738551560829e+00,-2.005591487478112711e+01,-1.095479707345942444e+01,-1.391191943791829866e+00
1.115205746542887510e+01,1.528081635473879629e+01,-6.727007092786117859e+00,-2.123944137566530443e+01,-1.134758301093196486e+01,2.143834613483676321e+01,-1.435022402819065057e+01,-3.043017141210890841e-01,2.230955510718748513e+01,-2.484086565237609179e+01
9.676006356432901967e+00,1.685538753370740039e+01,-6.997829866060984116e+00,-2.082872719977581255e+01,-1.219905879659262737e+01,1.926136351383307499e+01,-1.555635269124749698e+01,-2.105340360887465234e+00,2.142382908540193753e+01,-2.232386581089950184e+01
